Price,Close,High,Low,Open,Volume
Ticker,^BVSP,^BVSP,^BVSP,^BVSP,^BVSP
Date,,,,,
2015-01-02,48512.0,50005.0,48345.0,50005.0,2882100
2015-01-05,47517.0,48512.0,47264.0,48512.0,3866100
2015-01-06,48001.0,48061.0,47338.0,47517.0,4559300
2015-01-07,49463.0,49882.0,48006.0,48006.0,4408800
2015-01-08,49943.0,50261.0,49017.0,49463.0,3621900
2015-01-09,48840.0,49955.0,48501.0,49955.0,2999200
2015-01-12,48140.0,48840.0,47956.0,48840.0,3246100
2015-01-13,48042.0,48939.0,48042.0,48144.0,3881600
2015-01-14,47646.0,48281.0,47372.0,48038.0,3697200
2015-01-15,48026.0,48853.0,47648.0,47648.0,4463600
2015-01-16,49017.0,49264.0,48028.0,48028.0,3344900
2015-01-19,47758.0,49009.0,47503.0,49009.0,2096000
2015-01-20,47877.0,48687.0,47619.0,47759.0,2899100
2015-01-21,49224.0,49329.0,47888.0,47888.0,3561400
2015-01-22,49443.0,50281.0,49227.0,49227.0,4952300
2015-01-23,48775.0,49523.0,48496.0,49432.0,3081600
2015-01-26,48577.0,48712.0,48004.0,48712.0,2774200
2015-01-27,48591.0,48864.0,47352.0,48577.0,3890900
2015-01-28,47695.0,48589.0,47550.0,48589.0,4241400
2015-01-29,47762.0,47894.0,47007.0,47696.0,4405500
2015-01-30,46908.0,47759.0,46484.0,47759.0,4846600
2015-02-02,47651.0,47684.0,46760.0,46933.0,3247800
2015-02-03,48964.0,48993.0,47664.0,47664.0,4819800
2015-02-04,49301.0,49718.0,48214.0,48965.0,4811300
2015-02-05,49234.0,49816.0,49020.0,49299.0,4004000
2015-02-06,48792.0,49231.0,48209.0,49231.0,4591400
2015-02-09,49383.0,49522.0,48416.0,48792.0,3658900
2015-02-10,48510.0,49799.0,48510.0,49359.0,3796000
2015-02-11,48240.0,48762.0,47841.0,48508.0,4307600
2015-02-12,49533.0,49690.0,48240.0,48240.0,3828500
2015-02-13,50636.0,50726.0,49476.0,49546.0,3888100
2015-02-18,51280.0,51868.0,50639.0,50639.0,2940700
2015-02-19,51294.0,51638.0,50870.0,51281.0,2485100
2015-02-20,51238.0,51450.0,50711.0,51301.0,2208700
2015-02-23,51281.0,51690.0,50861.0,51238.0,2824500
2015-02-24,51874.0,51956.0,51049.0,51288.0,3004200
2015-02-25,51811.0,51863.0,51051.0,51863.0,3477200
2015-02-26,51761.0,51922.0,51181.0,51812.0,3239000
2015-02-27,51583.0,52457.0,51474.0,51760.0,4177300
2015-03-02,51021.0,51580.0,50775.0,51580.0,2793700
2015-03-03,51304.0,51432.0,50995.0,51021.0,2746200
2015-03-04,50468.0,51303.0,50399.0,51303.0,3654700
2015-03-05,50365.0,50734.0,50114.0,50472.0,2732500
2015-03-06,49981.0,50401.0,49779.0,50355.0,2787800
2015-03-09,49181.0,49978.0,48952.0,49978.0,3299100
2015-03-10,48293.0,49177.0,48293.0,49177.0,4434300
2015-03-11,48906.0,48937.0,48309.0,48309.0,3839700
2015-03-12,48880.0,49633.0,48684.0,48908.0,3833200
2015-03-13,48596.0,48858.0,47905.0,48858.0,4475600
2015-03-16,48848.0,49205.0,48394.0,48602.0,3155400
2015-03-17,50285.0,50384.0,48841.0,48849.0,4013900
2015-03-18,51526.0,51773.0,49788.0,50284.0,4458900
2015-03-19,50954.0,51547.0,50791.0,51530.0,3263600
2015-03-20,51967.0,52286.0,50964.0,50964.0,4916800
2015-03-23,51908.0,52178.0,51516.0,51970.0,3397500
2015-03-24,51506.0,52223.0,51006.0,51908.0,3436500
2015-03-25,51858.0,52319.0,51507.0,51507.0,4774600
2015-03-26,50580.0,51835.0,50528.0,51835.0,3638500
2015-03-27,50095.0,50575.0,49909.0,50575.0,3927700
2015-03-30,51243.0,51265.0,50100.0,50100.0,2798500
2015-03-31,51150.0,51466.0,50612.0,51243.0,3511300
2015-04-01,52322.0,52613.0,51186.0,51186.0,4411500
2015-04-02,53123.0,53312.0,52322.0,52322.0,4266500
2015-04-06,53737.0,54146.0,53122.0,53124.0,3322100
2015-04-07,53729.0,54002.0,53436.0,53738.0,3487100
2015-04-08,53661.0,54458.0,53508.0,53732.0,4780400
2015-04-09,53803.0,54002.0,53292.0,53638.0,4338300
2015-04-10,54214.0,54413.0,53556.0,53803.0,3683000
2015-04-13,54240.0,54866.0,54004.0,54214.0,3660300
2015-04-14,53982.0,54625.0,53773.0,54240.0,3747100
2015-04-15,54919.0,54960.0,54037.0,54037.0,4069600
2015-04-16,54674.0,54919.0,54316.0,54919.0,4133000
2015-04-17,53955.0,54672.0,53896.0,54672.0,3537200
2015-04-20,53761.0,54385.0,53510.0,53965.0,2688000
2015-04-22,54617.0,54848.0,53762.0,53762.0,3700600
2015-04-23,55685.0,55782.0,54064.0,54616.0,5535100
2015-04-24,56594.0,56965.0,55687.0,55687.0,4982000
2015-04-27,55535.0,56962.0,55515.0,56554.0,3854300
2015-04-28,55812.0,56018.0,54973.0,55549.0,4082600
2015-04-29,55325.0,55809.0,55067.0,55809.0,3888400
2015-04-30,56229.0,56229.0,55080.0,55312.0,4947500
2015-05-04,57354.0,57520.0,56230.0,56230.0,3492600
2015-05-05,58052.0,58147.0,57096.0,57350.0,3903800
2015-05-06,57103.0,58575.0,56820.0,58050.0,4598400
2015-05-07,56921.0,57290.0,56507.0,57103.0,3065100
2015-05-08,57149.0,57621.0,56595.0,56965.0,3410900
2015-05-11,57197.0,57490.0,57013.0,57166.0,2966300
2015-05-12,56792.0,57424.0,56753.0,57193.0,3087600
2015-05-13,56372.0,56900.0,56199.0,56790.0,3071700
2015-05-14,56657.0,56921.0,56105.0,56376.0,3209800
2015-05-15,57249.0,57288.0,56422.0,56656.0,2894400
2015-05-18,56204.0,57606.0,55926.0,57250.0,3778400
2015-05-19,55499.0,56212.0,55027.0,56204.0,3223000
2015-05-20,54901.0,55645.0,54820.0,55497.0,3278700
2015-05-21,55112.0,55112.0,54526.0,54900.0,3303700
2015-05-22,54377.0,55223.0,54038.0,55112.0,3689100
2015-05-25,54609.0,54868.0,53972.0,54378.0,1604600
2015-05-26,53630.0,54609.0,53548.0,54609.0,3324200
2015-05-27,54236.0,54293.0,53136.0,53631.0,3475600
2015-05-28,53976.0,54230.0,53363.0,54230.0,2914500
2015-05-29,52760.0,53974.0,52760.0,53974.0,5553300
2015-06-01,53031.0,53233.0,52666.0,52753.0,2675400
2015-06-02,54236.0,54236.0,53035.0,53035.0,3476000
2015-06-03,53523.0,54254.0,53462.0,54254.0,3317500
2015-06-05,52973.0,53518.0,52808.0,53518.0,2729100
2015-06-08,52810.0,53325.0,52810.0,52975.0,2582500
2015-06-09,52816.0,53292.0,52688.0,52810.0,3678000
2015-06-10,53876.0,54102.0,52817.0,52817.0,3587500
2015-06-11,53689.0,54271.0,53444.0,53876.0,3093500
2015-06-12,53348.0,53689.0,53033.0,53689.0,2379500
2015-06-15,53138.0,53338.0,52548.0,53338.0,2607700
2015-06-16,53702.0,53969.0,53107.0,53144.0,3280300
2015-06-17,53249.0,53755.0,52965.0,53698.0,2993200
2015-06-18,54239.0,54352.0,53214.0,53251.0,2665000
2015-06-19,53749.0,54236.0,53479.0,54236.0,2948200
2015-06-22,53864.0,54342.0,53655.0,53750.0,2354400
2015-06-23,53772.0,54361.0,53772.0,53865.0,2625300
2015-06-24,53843.0,54236.0,53628.0,53772.0,2731100
2015-06-25,53176.0,53840.0,52879.0,53840.0,3234900
2015-06-26,54017.0,54076.0,53151.0,53181.0,2705400
2015-06-29,53014.0,54013.0,52647.0,54013.0,2550600
2015-06-30,53081.0,53345.0,52813.0,53014.0,3021100
2015-07-01,52758.0,53456.0,52603.0,53081.0,2714000
2015-07-02,53106.0,53357.0,52758.0,52758.0,2998100
2015-07-03,52519.0,53106.0,52370.0,53106.0,1498600
2015-07-06,52149.0,52679.0,51683.0,52511.0,2573500
2015-07-07,52344.0,52388.0,51130.0,52149.0,3538900
2015-07-08,51782.0,52468.0,51574.0,52343.0,2880300
2015-07-10,52591.0,52786.0,51782.0,51782.0,2678700
2015-07-13,53119.0,53164.0,52591.0,52591.0,2606900
2015-07-14,53239.0,53416.0,52653.0,53119.0,2740900
2015-07-15,52902.0,53334.0,52790.0,53239.0,2533600
2015-07-16,53070.0,53417.0,52714.0,52902.0,2075700
2015-07-17,52342.0,53310.0,52221.0,53070.0,2440800
2015-07-20,51600.0,52424.0,51525.0,52341.0,2635000
2015-07-21,51474.0,51998.0,51244.0,51603.0,2942600
2015-07-22,50916.0,51474.0,50592.0,51474.0,3123300
2015-07-23,49807.0,51063.0,49668.0,50916.0,4181500
2015-07-24,49246.0,49831.0,48624.0,49804.0,3632500
2015-07-27,48736.0,49298.0,48640.0,49246.0,3489100
2015-07-28,49602.0,49871.0,48740.0,48740.0,4137600
2015-07-29,50245.0,50333.0,49422.0,49602.0,3746800
2015-07-30,49897.0,50645.0,49612.0,50245.0,3261200
2015-07-31,50865.0,50895.0,49892.0,49897.0,3142200
2015-08-03,50138.0,50867.0,50054.0,50867.0,2613200
2015-08-04,50058.0,50574.0,49827.0,50138.0,2670400
2015-08-05,50287.0,50853.0,50067.0,50067.0,2662100
2015-08-06,50011.0,50534.0,49624.0,50280.0,3640800
2015-08-07,48577.0,50013.0,48512.0,50013.0,3218400
2015-08-10,49353.0,49512.0,48578.0,48578.0,2842100
2015-08-11,49072.0,49340.0,48306.0,49340.0,3288000
2015-08-12,48388.0,49064.0,48028.0,49064.0,4234500
2015-08-13,48010.0,48606.0,47722.0,48390.0,3186500
2015-08-14,47508.0,48186.0,47508.0,48010.0,2878900
2015-08-17,47217.0,47788.0,47217.0,47509.0,2411800
2015-08-18,47451.0,48084.0,46676.0,47220.0,3544600
2015-08-19,46588.0,47451.0,45977.0,47451.0,3236800
2015-08-20,46649.0,46781.0,46030.0,46588.0,2945700
2015-08-21,45720.0,46649.0,45677.0,46649.0,2869600
2015-08-24,44336.0,45715.0,42749.0,45715.0,4727700
2015-08-25,44545.0,45588.0,44338.0,44338.0,3726600
2015-08-26,46038.0,46039.0,44540.0,44546.0,3739600
2015-08-27,47715.0,47997.0,46038.0,46038.0,4252000
2015-08-28,47154.0,47872.0,46847.0,47697.0,3778600
2015-08-31,46626.0,47151.0,45570.0,47151.0,4667300
2015-09-01,45477.0,46625.0,45278.0,46625.0,3665000
2015-09-02,46464.0,46474.0,45445.0,45484.0,3740100
2015-09-03,47366.0,47532.0,46279.0,46468.0,4103000
2015-09-04,46498.0,47377.0,46320.0,47366.0,4174900
2015-09-08,46762.0,47243.0,46497.0,46501.0,2851000
2015-09-09,46657.0,47840.0,46614.0,46762.0,3699200
